,SPY,LQD,HYG,JNK,VCIT,VCSH,USIG,BND,^FTSE,^N225,^STOXX50E,^GDAXI,^FCHI,^HSI,^AXJO
2007-10-29,109.2029800415039,50.9819450378418,31.981382369995117,,,,24.89129638671875,42.2418098449707,6706.0,16698.080078125,4471.4599609375,8009.669921875,5836.18994140625,31586.900390625,6792.10009765625
2007-10-30,108.44490814208984,50.97724151611328,31.91953468322754,,,,24.876562118530273,42.25284194946289,6659.0,16651.009765625,4462.9501953125,7977.93994140625,5803.93017578125,31638.220703125,6750.2001953125
2007-10-31,109.57142639160156,50.71412658691406,32.12057876586914,,,,24.77581214904785,42.09797668457031,6721.60009765625,16737.630859375,4489.7900390625,8019.22021484375,5847.9501953125,31352.580078125,6754.10009765625
2007-11-01,107.00664520263672,51.101348876953125,31.911998748779297,,,,24.793813705444336,42.33949661254883,6586.10009765625,16870.400390625,4415.27001953125,7880.85009765625,5730.919921875,31492.880859375,6828.7001953125
2007-11-02,107.12709045410156,50.78427505493164,31.834125518798828,,,,24.91724967956543,42.38947677612305,6530.60009765625,16517.48046875,4410.080078125,7849.490234375,5720.419921875,30468.33984375,6696.60009765625
2007-11-05,106.3122787475586,50.90920639038086,31.818599700927734,,,,24.828388214111328,42.26732635498047,6461.39990234375,16268.919921875,4392.7998046875,7807.5498046875,5684.6201171875,28942.3203125,6582.2998046875
2007-11-06,107.74348449707031,50.59688186645508,31.98357391357422,,,,24.81357765197754,42.2006721496582,6474.89990234375,16249.6298828125,4407.33984375,7827.18994140625,5709.419921875,29438.130859375,6628.0
2007-11-07,104.79608917236328,50.56324768066406,31.943105697631836,,,,24.818513870239258,42.26176452636719,6385.10009765625,16096.6796875,4400.33984375,7799.6201171875,5683.22021484375,29708.9296875,6692.39990234375
2007-11-08,104.26467895507812,50.644920349121094,31.538360595703125,,,,24.818513870239258,42.31171417236328,6381.89990234375,15771.5703125,4363.60009765625,7819.47021484375,5631.6298828125,28760.220703125,6521.60009765625
2007-11-09,102.83349609375,50.87075424194336,31.678478240966797,,,,24.97895050048828,42.367271423339844,6304.89990234375,15583.419921875,4297.830078125,7812.39990234375,5524.18017578125,28783.41015625,6545.7001953125
2007-11-12,101.81324768066406,50.85152053833008,31.803022384643555,,,,25.01351547241211,42.461647033691406,6337.89990234375,15197.08984375,4302.8798828125,7806.83984375,5535.56005859375,27665.73046875,6455.2998046875
2007-11-13,104.9165267944336,50.59688186645508,31.678478240966797,,,,24.835771560668945,42.33389663696289,6362.39990234375,15126.6298828125,4311.97998046875,7777.56005859375,5538.91015625,27803.349609375,6515.2001953125
2007-11-14,104.62600708007812,50.38065719604492,31.756332397460938,,,,24.722246170043945,42.33389663696289,6432.10009765625,15499.5595703125,4338.27978515625,7783.10986328125,5613.60009765625,29166.009765625,6598.60009765625
2007-11-15,103.11692810058594,50.57285690307617,31.746973037719727,,,,24.904895782470703,42.483863830566406,6359.60009765625,15396.2998046875,4301.43994140625,7667.02978515625,5561.1298828125,28751.2109375,6528.60009765625
2007-11-16,103.2940444946289,50.5776252746582,31.756332397460938,,,,24.929567337036133,42.46724319458008,6291.2001953125,15154.6103515625,4282.39990234375,7612.259765625,5523.6298828125,27614.4296875,6461.89990234375
2007-11-19,101.85575866699219,50.966835021972656,31.756332397460938,,,,24.991287231445312,42.58935546875,6120.7998046875,15042.5595703125,4226.7001953125,7511.97021484375,5432.56982421875,27460.169921875,6535.2001953125
2007-11-20,102.47920989990234,50.644920349121094,31.445003509521484,,,,24.991287231445312,42.49498748779297,6226.5,15211.51953125,4277.240234375,7630.31005859375,5506.68017578125,27771.2109375,6425.39990234375
2007-11-21,100.38200378417969,51.000465393066406,30.85341453552246,,,,25.060388565063477,42.75598907470703,6070.89990234375,14837.66015625,4195.580078125,7518.419921875,5381.2998046875,26618.189453125,6384.2998046875
2007-11-22,,,,,,,,,6155.2998046875,14888.76953125,4208.919921875,7562.10009765625,5416.10009765625,26004.919921875,6334.2998046875
2007-11-23,102.11787414550781,50.74579620361328,30.79429054260254,,,,25.001157760620117,42.67267608642578,6262.10009765625,,4268.52978515625,7608.9599609375,5521.169921875,26541.08984375,6330.2001953125
2007-11-26,99.86483764648438,51.586692810058594,31.133628845214844,,,,25.20601463317871,43.005855560302734,6180.5,15135.2099609375,4238.0,7567.35986328125,5458.39013671875,27626.619140625,6471.39990234375
2007-11-27,101.01261901855469,51.144630432128906,31.18035125732422,,,,25.08509635925293,42.77816390991211,6140.7001953125,15222.849609375,4224.43994140625,7531.35009765625,5434.169921875,27210.2109375,6432.7001953125
2007-11-28,104.24342346191406,50.78907012939453,31.476104736328125,,,,24.93699073791504,42.733741760253906,6306.2001953125,15153.7802734375,4321.740234375,7723.66015625,5561.2099609375,27371.240234375,6370.10009765625
2007-11-29,104.27883911132812,50.98124694824219,31.63178825378418,,,,24.971548080444336,42.922550201416016,6349.10009765625,15513.740234375,4347.0,7765.18994140625,5598.10986328125,28482.5390625,6444.5
2007-11-30,105.32747650146484,51.231082916259766,31.759422302246094,,,,24.971548080444336,42.922550201416016,6432.5,15680.669921875,4394.9501953125,7870.52001953125,5670.56982421875,28643.609375,6533.10009765625
2007-12-03,104.63309478759766,51.248958587646484,32.079620361328125,,,,25.12375259399414,43.13273239135742,6386.60009765625,15628.9697265625,4371.669921875,7837.259765625,5629.4599609375,28658.419921875,6533.5
2007-12-04,103.69786071777344,51.273128509521484,31.957456588745117,38.5701789855957,,,25.148527145385742,43.11038589477539,6315.2001953125,15480.1904296875,4339.10009765625,7808.93994140625,5547.2099609375,28879.58984375,6530.7998046875
2007-12-05,105.4337158203125,51.080135345458984,31.581439971923828,38.578216552734375,,,24.99483299255371,43.01561737060547,6493.7998046875,15608.8798828125,4410.0,7944.77001953125,5659.06982421875,29345.44921875,6508.10009765625
2007-12-06,106.94287109375,50.70369338989258,31.86346435546875,38.4815788269043,,,24.771747589111328,42.792633056640625,6485.60009765625,15874.080078125,4414.66015625,7940.580078125,5673.759765625,29558.919921875,6600.89990234375
2007-12-07,106.92162322998047,50.26936340332031,31.847749710083008,38.505733489990234,,,24.645315170288086,42.65326690673828,6554.89990234375,15956.3701171875,4446.33984375,7994.06982421875,5718.75,28842.470703125,6654.7001953125
2007-12-10,107.75054168701172,50.30312728881836,31.800785064697266,38.690975189208984,,,24.670087814331055,42.575199127197266,6565.39990234375,15924.3896484375,4465.52001953125,8033.35986328125,5750.919921875,28501.099609375,6625.10009765625
2007-12-11,104.79608917236328,50.79056930541992,31.769458770751953,38.658775329589844,,,24.734560012817383,42.85954666137695,6536.89990234375,16044.7197265625,4449.9501953125,8009.419921875,5724.759765625,29226.83984375,6680.39990234375
2007-12-12,105.83049011230469,50.63128662109375,31.941776275634766,38.562137603759766,,,24.675071716308594,42.7758903503418,6559.7998046875,15932.259765625,4469.47021484375,8076.1201171875,5743.31982421875,28521.060546875,6615.2001953125
2007-12-13,105.61085510253906,50.34175109863281,31.926103591918945,38.5701789855957,,,24.704822540283203,42.558494567871094,6364.2001953125,15536.51953125,4370.759765625,7928.31005859375,5590.91015625,27744.44921875,6597.60009765625
2007-12-14,104.27175903320312,49.772300720214844,31.973098754882812,38.5701789855957,,,24.52138328552246,42.463714599609375,6397.0,15514.509765625,4384.64990234375,7948.35986328125,5605.35986328125,27563.640625,6491.7001953125
2007-12-17,102.78392028808594,50.2548942565918,31.800785064697266,38.60242462158203,,,24.66267967224121,42.64210510253906,6277.7998046875,15249.7900390625,4312.47021484375,7825.43994140625,5514.8798828125,26596.580078125,6263.5
2007-12-18,103.35778045654297,50.409332275390625,31.832107543945312,38.70708465576172,,,24.65275001525879,42.742469787597656,6279.2998046875,15207.8603515625,4309.14013671875,7850.740234375,5509.3701171875,26732.869140625,6236.89990234375
2007-12-19,103.35778045654297,50.805015563964844,31.988773345947266,38.682926177978516,,,24.8832950592041,42.920902252197266,6284.5,15030.509765625,4301.33984375,7837.31982421875,5497.419921875,27029.259765625,6216.39990234375
2007-12-20,104.00965118408203,50.55890655517578,31.91984748840332,38.66682052612305,,,24.927898406982422,42.92646408081055,6345.60009765625,15031.599609375,4314.7001953125,7869.18994140625,5511.4501953125,27017.08984375,6176.89990234375
2007-12-21,105.50897216796875,50.505821228027344,32.02009582519531,38.60242462158203,,,24.761831283569336,42.64210510253906,6434.10009765625,15257.0,4384.5498046875,8002.669921875,5602.77001953125,27626.919921875,6247.0
2007-12-24,106.29244995117188,50.25004959106445,31.907316207885742,38.5540657043457,,,24.761831283569336,42.6650390625,6479.2998046875,,4384.5498046875,,5614.27978515625,28128.80078125,6323.60009765625
2007-12-25,,,,,,,,,,15552.58984375,,,,,
2007-12-26,106.52037048339844,50.264549255371094,31.76630401611328,38.5379753112793,,,24.50650405883789,42.53638458251953,,15653.5400390625,,,,,
2007-12-27,105.18130493164062,50.56264877319336,31.975820541381836,38.5379753112793,,,24.77591323852539,42.704227447509766,6497.7998046875,15564.6904296875,4404.60986328125,8038.60009765625,5627.47998046875,27842.9296875,6350.89990234375
2007-12-28,104.91777038574219,50.72260665893555,31.663923263549805,38.85602569580078,,,24.895435333251953,42.916786193847656,6476.89990234375,15307.7802734375,4404.64013671875,8067.31982421875,5627.25,27370.599609375,6339.89990234375
2007-12-31,104.14140319824219,50.819541931152344,31.73322868347168,38.83977127075195,,,24.897932052612305,43.28595733642578,6456.89990234375,,4399.72021484375,,5614.080078125,27812.650390625,6339.7998046875
2008-01-02,103.22966003417969,51.42061996459961,31.348844528198242,38.92093276977539,,,25.13449478149414,43.27476501464844,6416.7001953125,,,7949.10986328125,5550.35986328125,27560.51953125,6353.2001953125
2008-01-03,103.1798095703125,51.2509651184082,31.288986206054688,38.58015441894531,,,25.144439697265625,43.33073425292969,6479.39990234375,,4333.419921875,7908.41015625,5546.080078125,26887.279296875,6290.7001953125
2008-01-04,100.65121459960938,51.672664642333984,31.254329681396484,38.215049743652344,,,25.174314498901367,43.38106155395508,6348.5,14691.41015625,4270.52978515625,7808.68994140625,5446.7900390625,27519.689453125,6306.7998046875
2008-01-07,100.56581115722656,51.60966873168945,31.06844711303711,38.434112548828125,,,25.286386489868164,43.39225387573242,6335.7001953125,14500.5498046875,4283.3701171875,7817.169921875,5452.830078125,27179.490234375,6161.60009765625
2008-01-08,98.94180297851562,51.51271438598633,30.88886833190918,38.53145980834961,,,25.249019622802734,43.43703842163086,6356.5,14528.669921875,4295.22998046875,7849.990234375,5495.669921875,27112.900390625,6128.10009765625
2008-01-09,99.98167419433594,51.40607452392578,30.5517520904541,38.15822982788086,,,25.21915626525879,43.38668441772461,6272.7001953125,14599.16015625,4258.31982421875,7782.7099609375,5435.419921875,27615.849609375,6087.7001953125
2008-01-10,100.6369857788086,51.25580978393555,30.77860450744629,37.9472770690918,,,25.11955451965332,43.36988830566406,6222.7001953125,14388.1103515625,4237.6201171875,7713.08984375,5400.43017578125,27230.859375,6078.7001953125
2008-01-11,99.82501983642578,51.62908935546875,30.844757080078125,37.793128967285156,,,25.196733474731445,43.50414276123047,6202.0,14110.7900390625,4225.31005859375,7717.9501953125,5371.41015625,26867.009765625,5981.60009765625
2008-01-14,100.6298599243164,51.41579818725586,30.73760986328125,37.80936813354492,,,25.211687088012695,43.56010055541992,6215.7001953125,,4236.68017578125,7732.02001953125,5403.509765625,26468.130859375,5980.0
2008-01-15,98.41474914550781,51.69209289550781,30.816404342651367,37.63086700439453,,,25.33867645263672,43.71673583984375,6025.60009765625,13972.6298828125,4140.93994140625,7566.3798828125,5250.81982421875,25837.779296875,5960.0
2008-01-16,97.56710052490234,51.61453628540039,30.7817325592041,37.83370590209961,,,25.21416664123535,43.6328010559082,5942.89990234375,13504.509765625,4108.33984375,7471.56982421875,5225.39013671875,24450.849609375,5809.7001953125
2008-01-17,95.03851318359375,51.85690689086914,30.564332962036133,37.24142837524414,,,25.358583450317383,43.811805725097656,5902.39990234375,13783.4501953125,4065.760009765625,7413.52978515625,5157.08984375,25114.98046875,5796.10009765625
2008-01-18,94.06273651123047,51.76963806152344,30.803834915161133,37.2657356262207,,,25.473129272460938,43.78940963745117,5901.7001953125,13861.2900390625,3995.169921875,7314.169921875,5092.39990234375,25201.869140625,5747.2998046875
2008-01-21,,,,,,,,,5578.2001953125,13325.9404296875,3703.050048828125,6790.18994140625,4744.4501953125,23818.859375,5580.39990234375
2008-01-22,93.10826110839844,51.8811149597168,30.589567184448242,37.31442642211914,,,25.488065719604492,44.063533782958984,5740.10009765625,12573.0498046875,3753.679931640625,6769.47021484375,4842.5400390625,21757.630859375,5186.7998046875
2008-01-23,95.34483337402344,51.949012756347656,30.6494197845459,37.30631637573242,,,25.45819091796875,43.99082946777344,5609.39990234375,12829.0595703125,3577.989990234375,6439.2099609375,4636.759765625,24090.169921875,5412.2998046875
2008-01-24,96.14968872070312,51.50790786743164,31.033784866333008,37.225181579589844,,,25.313783645629883,43.70551300048828,5875.7998046875,13092.7802734375,3809.070068359375,6821.06982421875,4915.2900390625,23539.26953125,5580.39990234375
2008-01-25,94.76077270507812,52.06532287597656,31.081058502197266,36.81139373779297,,,25.42582130432129,43.99641036987305,5869.0,13629.16015625,3777.06005859375,6816.740234375,4878.1201171875,25122.369140625,5860.2998046875
2008-01-28,96.3277587890625,52.05080032348633,30.939287185668945,37.11159133911133,,,25.433292388916016,43.83979034423828,5788.89990234375,13087.91015625,3765.409912109375,6818.85009765625,4848.2998046875,24053.609375,
2008-01-29,96.80497741699219,51.96353530883789,30.97079086303711,37.1602897644043,,,25.26894187927246,43.778236389160156,5885.2001953125,13478.8603515625,3810.010009765625,6892.9599609375,4941.4501953125,24291.80078125,5716.5
2008-01-30,96.09270477294922,51.953819274902344,31.090496063232422,37.80936813354492,,,25.281404495239258,43.79501724243164,5837.2998046875,13345.0302734375,3789.31005859375,6875.35009765625,4873.56982421875,23653.689453125,5618.7001953125
2008-01-31,97.84485626220703,52.12346267700195,31.153505325317383,37.931060791015625,,,25.493038177490234,43.828590393066406,5879.7998046875,13592.4697265625,3792.800048828125,6851.75,4869.7900390625,23455.740234375,5650.2998046875
2008-02-01,99.41905212402344,52.344608306884766,31.17064666748047,38.128700256347656,,,25.593048095703125,43.974605560302734,6029.2001953125,13497.16015625,3867.469970703125,6968.669921875,4978.06005859375,24123.580078125,5842.89990234375
2008-02-04,98.16542053222656,52.2033805847168,31.176984786987305,37.56523132324219,,,25.52054214477539,43.817386627197266,6026.2001953125,13859.7001953125,3867.159912109375,7000.490234375,4973.64013671875,25032.080078125,5867.39990234375
2008-02-05,95.5371322631836,52.3835334777832,30.926416397094727,37.45905303955078,,,25.675539016723633,43.935298919677734,5868.0,13745.5,3717.080078125,6765.25,4776.85986328125,24808.69921875,5792.89990234375
2008-02-06,94.76787567138672,52.10114288330078,30.862964630126953,37.361053466796875,,,25.58054542541504,43.84545135498047,5875.39990234375,13099.240234375,3760.1201171875,6847.509765625,4816.43017578125,23469.4609375,5609.39990234375
2008-02-07,95.39466094970703,51.50212478637695,30.732938766479492,37.10790252685547,,,25.230575561523438,43.57587814331055,5724.10009765625,13207.150390625,3699.2900390625,6733.72021484375,4723.7998046875,,5596.7001953125
2008-02-08,94.78213500976562,51.6969108581543,30.50138282775879,37.05894088745117,,,25.31057357788086,43.70506286621094,5784.0,13017.240234375,3701.169921875,6767.27978515625,4709.64990234375,,5658.0
2008-02-11,95.26642608642578,51.85272979736328,30.26028823852539,36.936424255371094,,,25.46805191040039,43.80051803588867,5707.7001953125,,3678.159912109375,6743.5400390625,4682.7001953125,22616.109375,5537.60009765625
2008-02-12,96.14968872070312,51.779701232910156,30.37451171875,37.03443145751953,,,25.293066024780273,43.7275276184082,5910.0,13021.9599609375,3803.760009765625,6967.83984375,4840.7099609375,22921.669921875,5608.10009765625
2008-02-13,97.13259887695312,51.25861740112305,30.29520606994629,36.993560791015625,,,25.240570068359375,43.491641998291016,5880.10009765625,13068.2998046875,3803.2099609375,6973.669921875,4855.39990234375,23169.55078125,5542.10009765625
2008-02-14,96.27787017822266,51.146644592285156,30.44428825378418,37.03443145751953,,,25.163084030151367,43.28950881958008,5879.2998046875,13626.4501953125,3797.889892578125,6962.27978515625,4858.64990234375,24021.6796875,5684.7998046875
2008-02-15,96.25653076171875,51.31221389770508,30.368127822875977,36.871055603027344,,,25.233060836791992,43.35691452026367,5787.60009765625,13622.5595703125,3719.280029296875,6832.43017578125,4771.7900390625,24148.4296875,5606.60009765625
2008-02-18,,,,,,,,,5946.60009765625,13635.400390625,3759.1201171875,6967.5498046875,4861.7998046875,23759.25,5558.39990234375
2008-02-19,96.52717590332031,50.80576705932617,30.21272087097168,37.05073928833008,,,25.088077545166016,42.95819091796875,5966.89990234375,13757.91015625,3805.27001953125,7002.2900390625,4885.830078125,24123.169921875,5619.10009765625
2008-02-20,96.81208801269531,50.91773986816406,30.29203224182129,36.993560791015625,,,24.923105239868164,42.99186325073242,5893.60009765625,13310.3701171875,3758.469970703125,6899.68017578125,4812.81005859375,23590.580078125,5496.5
2008-02-21,96.00723266601562,51.26835632324219,30.39668083190918,36.8792610168457,,,25.255571365356445,43.35128402709961,5932.2001953125,13688.2802734375,3778.2099609375,6904.85009765625,4858.85009765625,23623.0,5583.39990234375
2008-02-22,96.59841918945312,51.06869888305664,30.45063018798828,36.903743743896484,,,25.17057991027832,43.244564056396484,5888.5,13500.4599609375,3737.110107421875,6806.2900390625,4824.5498046875,23305.0390625,5559.89990234375
2008-02-25,97.81637573242188,50.74247741699219,30.5425968170166,36.83027267456055,,,25.080577850341797,43.03120040893555,5999.5,13914.5703125,3798.989990234375,6882.56005859375,4919.259765625,23269.140625,5621.60009765625
2008-02-26,98.55004119873047,51.107666015625,30.739267349243164,36.903743743896484,,,25.155582427978516,43.19404983520508,6087.39990234375,13824.7197265625,3855.030029296875,6985.97021484375,4973.06982421875,23714.75,5666.10009765625
2008-02-27,98.4503173828125,51.05899429321289,30.732938766479492,36.789405822753906,,,25.098079681396484,43.272682189941406,6076.5,14031.2998046875,3856.68994140625,6997.85009765625,4968.81982421875,24483.83984375,5767.2001953125
2008-02-28,97.48875427246094,51.4290885925293,30.688505172729492,36.78125,,,25.32306671142578,43.59276580810547,5965.7001953125,13925.509765625,3784.27001953125,6862.52001953125,4865.22998046875,24591.689453125,5651.2001953125
2008-02-29,95.31633758544922,51.755348205566406,30.571144104003906,36.62605667114258,,,25.503049850463867,43.8679313659668,5884.2998046875,13603.01953125,3724.5,6748.1298828125,4790.66015625,24331.669921875,5572.10009765625
2008-03-03,95.08841705322266,51.75437545776367,30.57944107055664,36.82915496826172,,,25.449607849121094,43.76136779785156,5818.60009765625,12992.1796875,3675.510009765625,6689.9501953125,4742.66015625,23584.970703125,5405.7998046875
2008-03-04,94.72515869140625,51.45119094848633,30.544349670410156,36.714080810546875,,,25.334169387817383,43.552818298339844,5767.7001953125,12992.2802734375,3610.199951171875,6545.0400390625,4675.91015625,23119.869140625,5380.2998046875
2008-03-05,95.32344818115234,51.08927917480469,30.630521774291992,36.7634162902832,,,25.21119499206543,43.27100372314453,5853.5,12972.0595703125,3684.5400390625,6683.7099609375,4756.419921875,23114.33984375,5376.60009765625
2008-03-06,93.3504638671875,51.020843505859375,30.550718307495117,36.7469482421875,,,25.29902458190918,43.2371940612793,5766.39990234375,13215.419921875,3617.679931640625,6591.31005859375,4678.0498046875,23342.73046875,5435.5
2008-03-07,92.38887786865234,50.91325378417969,30.48688316345215,36.640045166015625,,,25.261383056640625,43.355560302734375,5699.89990234375,12782.7998046875,3576.679931640625,6513.990234375,4618.9599609375,22501.330078125,5264.0
2008-03-10,91.17088317871094,50.9034423828125,30.416645050048828,36.54962921142578,,,25.31407928466797,43.48519515991211,5629.10009765625,12532.1298828125,3546.10009765625,6448.080078125,4566.990234375,22705.05078125,5180.39990234375
2008-03-11,94.44734954833984,50.321510314941406,30.49324607849121,36.590736389160156,,,25.138404846191406,43.2371940612793,5690.39990234375,12658.2802734375,3606.590087890625,6524.56982421875,4627.68994140625,22995.349609375,5134.2001953125
2008-03-12,93.56416320800781,50.9278564453125,30.48688316345215,36.426273345947266,,,25.29902458190918,43.63737106323242,5776.39990234375,12861.1298828125,3647.639892578125,6599.3701171875,4697.10009765625,23422.759765625,5257.89990234375
2008-03-13,93.77069091796875,50.37528610229492,30.27298355102539,36.17961120605469,,,25.005399703979492,43.44572067260742,5692.39990234375,12433.4404296875,3599.580078125,6500.56005859375,4630.18994140625,22301.640625,5135.89990234375
2008-03-14,92.31768798828125,50.34590148925781,30.091012954711914,35.842464447021484,,,25.138404846191406,43.63176345825195,5631.7001953125,12241.599609375,3566.590087890625,6451.89990234375,4592.14990234375,22237.109375,5206.89990234375
2008-03-17,91.38457489013672,50.75674819946289,29.950584411621094,35.686248779296875,,,25.140926361083984,43.778289794921875,5414.39990234375,11787.509765625,3431.820068359375,6182.2998046875,4431.0400390625,21084.609375,5087.0
2008-03-18,95.18097686767578,50.6638298034668,30.39109230041504,35.974029541015625,,,25.140926361083984,43.817718505859375,5605.7998046875,11964.16015625,3558.659912109375,6393.39013671875,4582.58984375,21384.609375,5086.10009765625
2008-03-19,92.82339477539062,50.88389587402344,30.423036575317383,35.89179229736328,,,25.416975021362305,43.8515739440918,5545.60009765625,12260.4404296875,3529.5400390625,6361.22021484375,4555.9501953125,21866.939453125,5289.10009765625
2008-03-20,94.54273223876953,51.15284729003906,30.56667709350586,36.13027572631836,,,25.304058074951172,43.969905853271484,5495.2001953125,,,6319.990234375,4533.72021484375,21108.220703125,5127.5
2008-03-21,,,,,,,,,,12482.5703125,,,,,
2008-03-24,96.43243408203125,51.05507278442383,30.799732208251953,36.39338302612305,,,25.291494369506836,43.72755432128906,,12480.08984375,,,,,
2008-03-25,96.5254898071289,51.284881591796875,30.87952995300293,36.57427978515625,,,25.344215393066406,43.812103271484375,5689.10009765625,12745.2197265625,3632.590087890625,6524.7099609375,4692.0,22464.51953125,5318.39990234375
2008-03-26,95.34442138671875,51.34844970703125,30.806106567382812,36.607154846191406,,,25.043031692504883,43.8515739440918,5660.39990234375,12706.6298828125,3611.449951171875,6489.259765625,4676.68017578125,22617.009765625,5381.39990234375
2008-03-27,95.04376983642578,51.0355224609375,30.707157135009766,36.566070556640625,,,25.178560256958008,43.857173919677734,5717.5,12604.580078125,3652.110107421875,6578.06005859375,4719.52978515625,22664.220703125,5371.60009765625
2008-03-28,94.13469696044922,51.309329986572266,30.723093032836914,36.79629135131836,,,25.178560256958008,43.89104461669922,5692.89990234375,12820.4697265625,3641.050048828125,6559.89990234375,4695.919921875,23285.94921875,5351.10009765625
2008-03-31,94.46398162841797,51.446266174316406,30.86037254333496,36.79629135131836,,,25.125858306884766,44.04322052001953,5702.10009765625,12525.5400390625,3628.06005859375,6534.97021484375,4707.06982421875,22849.19921875,5355.7001953125
2008-04-01,97.7853012084961,51.364227294921875,30.99597930908203,36.87340545654297,,,25.13897132873535,43.585445404052734,5852.60009765625,12656.419921875,3753.550048828125,6720.330078125,4866.0,23137.4609375,5361.2001953125
2008-04-02,97.8497314453125,51.45269012451172,31.012048721313477,36.715885162353516,,,25.07596778869629,43.52885437011719,5915.89990234375,13189.3603515625,3797.89990234375,6777.43994140625,4911.97021484375,23872.4296875,5502.89990234375
2008-04-03,98.09306335449219,51.477256774902344,30.95741081237793,36.84027099609375,,,25.2070255279541,43.51188278198242,5891.2998046875,13389.900390625,3774.93994140625,6741.72021484375,4887.8701171875,24264.630859375,5608.89990234375
2008-04-04,97.98572540283203,52.101356506347656,31.076326370239258,37.0474739074707,,,25.43389320373535,43.91362380981445,5947.10009765625,13293.2197265625,3795.199951171875,6763.39013671875,4900.8798828125,,5619.60009765625
2008-04-07,98.03582763671875,52.16032028198242,31.323795318603516,37.1303825378418,,,25.38853645324707,43.743892669677734,6014.7998046875,13450.23046875,3828.4599609375,6821.02978515625,4944.60009765625,24578.759765625,5625.0
2008-04-08,97.93563842773438,51.97358703613281,31.429841995239258,37.37080764770508,,,25.43389320373535,43.76648712158203,5990.2001953125,13250.4296875,3810.510009765625,6771.97998046875,4912.68994140625,24311.689453125,5571.5
2008-04-09,97.22699737548828,51.82123565673828,31.156679153442383,37.29618835449219,,,25.51706886291504,43.93627166748047,5983.89990234375,13111.8896484375,3775.929931640625,6721.35986328125,4874.97021484375,23984.5703125,5520.2001953125
2008-04-10,97.36296844482422,51.870418548583984,31.2691707611084,37.44538879394531,,,25.484296798706055,43.806114196777344,5965.10009765625,12945.2998046875,3758.050048828125,6704.31982421875,4859.419921875,24187.099609375,5446.39990234375
2008-04-11,95.47325134277344,51.919525146484375,31.01846694946289,37.24643325805664,,,25.597742080688477,44.060726165771484,5895.5,13323.73046875,3699.989990234375,6603.56982421875,4797.93017578125,24667.7890625,5439.2998046875
2008-04-14,95.151123046875,51.600101470947266,31.127723693847656,37.263023376464844,,,25.577560424804688,43.91362380981445,5831.60009765625,12917.509765625,3671.280029296875,6554.490234375,4766.490234375,23811.19921875,5342.39990234375
2008-04-15,95.3730697631836,51.49197006225586,31.124540328979492,37.287864685058594,,,25.189373016357422,43.76648712158203,5906.89990234375,12990.580078125,3690.75,6585.0498046875,4780.68017578125,23901.330078125,5400.39990234375
2008-04-16,97.9570541381836,51.1971549987793,31.259498596191406,37.379066467285156,,,25.282649993896484,43.534549713134766,6046.2001953125,13146.1298828125,3748.56005859375,6702.83984375,4855.10009765625,23878.349609375,5470.2998046875
2008-04-17,98.10025024414062,51.32981491088867,31.291645050048828,37.51171112060547,,,25.247373580932617,43.49492263793945,5980.39990234375,13398.2998046875,3725.22998046875,6681.81005859375,4862.14013671875,24258.9609375,5519.0
2008-04-18,99.12384033203125,51.55589294433594,31.50376319885254,37.785255432128906,,,25.169198989868164,43.52885437011719,6056.60009765625,13476.4501953125,3808.590087890625,6843.080078125,4961.68994140625,24197.779296875,5429.7001953125
2008-04-21,99.1739501953125,51.388797760009766,31.452341079711914,37.76870346069336,,,25.310380935668945,43.60243225097656,6053.0,13696.5498046875,3769.889892578125,6786.5498046875,4910.35009765625,24721.669921875,5600.2998046875
2008-04-22,98.7373275756836,51.27578353881836,31.494136810302734,37.8847770690918,,,25.209556579589844,43.69863510131836,6034.7001953125,13547.8203125,3736.1201171875,6728.2998046875,4872.64013671875,24939.150390625,5564.60009765625
2008-04-23,98.57984924316406,51.43305969238281,31.62266731262207,38.017425537109375,,,25.312898635864258,43.65898895263672,6083.60009765625,13579.16015625,3763.550048828125,6795.02978515625,4944.64990234375,25289.240234375,5652.89990234375
2008-04-24,99.00929260253906,51.364227294921875,31.63230323791504,37.98424530029297,,,25.10115623474121,43.47227096557617,6050.7001953125,13540.8701171875,3761.9599609375,6821.31982421875,4929.5498046875,25680.779296875,5587.2998046875
2008-04-25,99.92555236816406,51.388797760009766,31.78334617614746,37.967647552490234,,,24.934785842895508,43.415672302246094,6091.39990234375,13863.4697265625,3794.389892578125,6896.580078125,4978.2099609375,25516.779296875,
2008-04-28,99.94703674316406,51.63449478149414,31.969736099243164,38.150062561035156,,,25.16668701171875,43.56850814819336,6090.39990234375,13894.3701171875,3814.760009765625,6925.330078125,5012.75,25666.2890625,5602.7001953125
2008-04-29,99.55326080322266,51.796669006347656,31.87653350830078,38.174903869628906,,,25.30030632019043,43.540191650390625,6089.39990234375,,3793.6298828125,6885.33984375,4977.10009765625,25914.150390625,5606.89990234375
2008-04-30,98.96633911132812,52.08661651611328,31.90868377685547,38.16659927368164,,,25.40364646911621,43.890995025634766,6087.2998046875,13849.990234375,3825.02001953125,6948.81982421875,4996.5400390625,25755.349609375,5595.39990234375
2008-05-01,101.0135498046875,52.39412307739258,32.5867919921875,38.69857406616211,,,25.416303634643555,43.897796630859375,6087.2998046875,13766.8603515625,,,,,5585.7998046875
