target,model,reference,block_sessions,draws,ap_difference,lower95,upper95,primary_family,lower_bonferroni,upper_bonferroni,share_draws_favouring_model
loss10,combined_orthogonal,market,20,500,-0.011755616735329488,-0.034422919221740005,0.0044758983645672434,False,-0.040562240598933354,0.005246147094623233,0.146
loss10,topology_orthogonal,topology,20,500,-0.015714395396253973,-0.04248447396977556,-0.004012438816457644,False,-0.0470741545133843,-0.0016971898979511553,0.012
loss10,combined_orthogonal,combined,20,500,-0.007065085312468439,-0.03609690911995689,0.017488905622504047,False,-0.043205821276125295,0.019818461187327004,0.398
loss10,combined_orthogonal,market,60,500,-0.011755616735329488,-0.02512864531624015,0.003389430587698777,False,-0.0274826851545868,0.005170272440847742,0.118
loss10,topology_orthogonal,topology,60,500,-0.015714395396253973,-0.04004841728366381,-0.0016732377250514164,False,-0.04679396112818101,-0.0007338244831137142,0.01
loss10,combined_orthogonal,combined,60,500,-0.007065085312468439,-0.02621055215391543,0.015669295534672563,False,-0.02749686278056551,0.019600466522024768,0.354
loss10,combined_orthogonal,market,120,500,-0.011755616735329488,-0.021647786280343317,0.003449240499073681,False,-0.024805682625986796,0.004766169762037753,0.116
loss10,topology_orthogonal,topology,120,500,-0.015714395396253973,-0.0431428176151599,-0.0004050312017635021,False,-0.04569210310041305,0.0010595435301775852,0.022
loss10,combined_orthogonal,combined,120,500,-0.007065085312468439,-0.022841081956735548,0.011433406098497113,False,-0.026364231645910632,0.014651801484204247,0.362
loss075,combined_orthogonal,market,20,500,-0.005994422884363887,-0.01720156012712494,0.004932857834706441,False,-0.021482040399458686,0.006376243395690879,0.132
loss075,topology_orthogonal,topology,20,500,-0.03840177836691418,-0.07085441379966809,-0.017743314517739698,False,-0.07623163262431577,-0.0143545006740971,0.0
loss075,combined_orthogonal,combined,20,500,0.0037922831862926276,-0.010286798538405112,0.018701607724863657,False,-0.014518707852643378,0.021817911103076407,0.714
loss075,combined_orthogonal,market,60,500,-0.005994422884363887,-0.016379180721029576,0.0056547618941974005,False,-0.018898086573508697,0.00809866439529829,0.158
loss075,topology_orthogonal,topology,60,500,-0.03840177836691418,-0.06862257344650155,-0.012448334379602622,False,-0.07488293103461345,-0.010845664200885877,0.0
loss075,combined_orthogonal,combined,60,500,0.0037922831862926276,-0.007951695290850373,0.018419215138087173,False,-0.009543201095261982,0.022025623821770195,0.668
loss075,combined_orthogonal,market,120,500,-0.005994422884363887,-0.01660303767786071,0.00583980974838288,False,-0.017613196217461692,0.00741981056320016,0.194
loss075,topology_orthogonal,topology,120,500,-0.03840177836691418,-0.06851984569545157,-0.011091359566426708,False,-0.07388341213497454,-0.00849480390321593,0.004
loss075,combined_orthogonal,combined,120,500,0.0037922831862926276,-0.008197722572117715,0.016328615284431913,False,-0.009247929603011861,0.01757824254779969,0.7
loss05,combined_orthogonal,market,20,500,-0.0023788204165765547,-0.011589923961484465,0.007895251004243375,False,-0.012808724449426807,0.009096215999889523,0.324
loss05,topology_orthogonal,topology,20,500,-0.06577019224959238,-0.10793319350802338,-0.026222815500397317,False,-0.11445655911233012,-0.019763537175469467,0.0
loss05,combined_orthogonal,combined,20,500,-0.008427058730727965,-0.030381221928813856,0.014355291895103444,False,-0.032534396355392736,0.017025954050461325,0.292
loss05,combined_orthogonal,market,60,500,-0.0023788204165765547,-0.01116030659768064,0.009178333458380561,False,-0.013563100996041421,0.011387014383053524,0.368
loss05,topology_orthogonal,topology,60,500,-0.06577019224959238,-0.11682900864175352,-0.019692796745251328,False,-0.12376000245661375,-0.015980368837829644,0.002
loss05,combined_orthogonal,combined,60,500,-0.008427058730727965,-0.02576078003497219,0.013227322412569721,False,-0.028694954924873037,0.01747243830498498,0.288
loss05,combined_orthogonal,market,120,500,-0.0023788204165765547,-0.011043861026878866,0.0080064918549838,False,-0.011735777794505237,0.008436001411562146,0.34
loss05,topology_orthogonal,topology,120,500,-0.06577019224959238,-0.11759050781414276,-0.02063365713456316,False,-0.1258127878099585,-0.01795963737648643,0.0
loss05,combined_orthogonal,combined,120,500,-0.008427058730727965,-0.022531366223405045,0.010949907872204626,False,-0.023946617112156274,0.012317736952156962,0.268
