target,model,reference,block_sessions,draws,ap_difference,lower95,upper95,primary_family,lower_bonferroni,upper_bonferroni,share_draws_favouring_model
loss075,topology_rf,topology,120,500,0.05381369371146942,-0.00383408771547043,0.15507577849135037,False,-0.006564812814170951,0.16717560200197423,0.93
loss075,market_rf,market,120,500,-0.10804946541919416,-0.19220576839052522,-0.006789930137413749,False,-0.20861103000526665,-0.004669009212817323,0.006
loss075,combined_rf,market_rf,120,500,0.023712816984272245,-0.006833963662172305,0.07117504606644715,False,-0.01098816421236636,0.07679106664795743,0.908
loss075,topology_lasso,topology,120,500,0.006266609755428615,-0.010823484918652766,0.05043751059574182,False,-0.014654469201457082,0.056287668194103635,0.802
loss075,market_lasso,market,120,500,-0.03718899491838293,-0.06054508419778264,0.01039969358310681,False,-0.06253346901962868,0.012964392782947143,0.17
loss075,combined_lasso,market_lasso,120,500,-0.00161934130882041,-0.0144759843051013,0.010432421050711741,False,-0.01549313642279218,0.012526652698459118,0.336
loss075,topology_pi_rf,market,20,500,-0.08914889661442452,-0.18836495139193538,-0.008258005032071407,False,-0.20219939267210066,-0.0010615242843326359,0.012
loss075,combined_pi_rf,market,20,500,-0.08110416135634574,-0.17230078845292243,-0.010572333967001513,False,-0.1843396633297147,-0.004748622245215213,0.008
loss075,combined_pi_rf,combined,20,500,-0.0775151567401886,-0.171566623010169,-0.00829369523447319,False,-0.1819330261094075,0.0016214883767345636,0.014
loss075,topology_pi_lasso,market,20,500,-0.09730438568177266,-0.20528097195504746,-0.005362807076510189,False,-0.22078157039852317,0.006029181557233955,0.018
loss075,combined_pi_lasso,market,20,500,-0.06627032627816218,-0.1391441476871604,0.0008784967876681981,False,-0.1604042633712058,0.005648845330536381,0.026
loss075,combined_pi_lasso,combined,20,500,-0.06268132166200505,-0.13831453111204053,0.0077153292163146744,False,-0.1577601762704248,0.012046949030600317,0.046
loss075,topology_pi_lasso,topology_pi_rf,20,500,-0.008155489067348143,-0.04104504139858476,0.018769585497724468,False,-0.04598088955135241,0.021129826946384156,0.28
loss075,topology_pi_rf,market,60,500,-0.08914889661442452,-0.1725579484311006,0.01458968324410568,False,-0.1824704337758606,0.02024186051092966,0.044
loss075,combined_pi_rf,market,60,500,-0.08110416135634574,-0.15288768370048642,0.0025487321080587574,False,-0.15975224038532124,0.01059900257901841,0.03
loss075,combined_pi_rf,combined,60,500,-0.0775151567401886,-0.14740213143777747,0.00873539681622231,False,-0.15273198391850573,0.012113915208370568,0.042
loss075,topology_pi_lasso,market,60,500,-0.09730438568177266,-0.2026420463835896,0.0180258526474753,False,-0.22672750363922803,0.0255390296896719,0.068
loss075,combined_pi_lasso,market,60,500,-0.06627032627816218,-0.13737836749199453,0.004867904762871106,False,-0.14331310268104444,0.010056050380360943,0.056
loss075,combined_pi_lasso,combined,60,500,-0.06268132166200505,-0.13718949732134553,0.010809860233902527,False,-0.14216780153688638,0.014151296697231744,0.076
loss075,topology_pi_lasso,topology_pi_rf,60,500,-0.008155489067348143,-0.04825758027836432,0.023078369434928667,False,-0.05261454765540224,0.026044327422714512,0.298
loss075,topology_pi_rf,market,120,500,-0.08914889661442452,-0.1672634477425777,0.022135224352533053,False,-0.1819176264009438,0.03720698648773522,0.07
loss075,combined_pi_rf,market,120,500,-0.08110416135634574,-0.14620602680124925,0.010614465542731821,False,-0.15535414167694428,0.020785961994428122,0.052
loss075,combined_pi_rf,combined,120,500,-0.0775151567401886,-0.13818055103249527,0.010929620924181227,False,-0.15277951670080694,0.02136528600278689,0.062
loss075,topology_pi_lasso,market,120,500,-0.09730438568177266,-0.2070614348476879,0.025992290135159014,False,-0.22029432134477273,0.0338248528710774,0.112
loss075,combined_pi_lasso,market,120,500,-0.06627032627816218,-0.1261599581171106,0.010305305308724415,False,-0.14073216781342174,0.015041843385021951,0.076
loss075,combined_pi_lasso,combined,120,500,-0.06268132166200505,-0.12537221142402705,0.012981299484361664,False,-0.13420391050584224,0.016691069720849248,0.112
loss075,topology_pi_lasso,topology_pi_rf,120,500,-0.008155489067348143,-0.05476092891612072,0.023901252128218427,False,-0.06494836286166328,0.02677711330691703,0.318
loss05,topology_rf,topology,20,500,0.06559901930098017,-0.004339625807403365,0.14670565737101088,False,-0.01021310648197896,0.15436373412348248,0.962
loss05,market_rf,market,20,500,-0.06982469205440145,-0.13740753640050085,-0.002440126315661124,False,-0.14892597201493954,0.006201050415262581,0.024
loss05,combined_rf,market_rf,20,500,0.03391721804258013,-0.008806594069258407,0.07939993617931886,False,-0.01339301130387615,0.09417128332744922,0.942
loss05,topology_lasso,topology,20,500,-0.0012575330622615344,-0.0185205991805073,0.02466291122644193,False,-0.020727767734148472,0.028229025356817233,0.534
loss05,market_lasso,market,20,500,-0.0029775465031361414,-0.015559861382814196,0.012733149446137466,False,-0.018791265661693927,0.015420367091128985,0.362
loss05,combined_lasso,market_lasso,20,500,-0.005421863256118209,-0.02265117032313266,0.00771989458330024,False,-0.024476390435204207,0.00941898756065256,0.22
loss05,topology_rf,topology,60,500,0.06559901930098017,-0.029076423013616376,0.1740895030249155,False,-0.03863296753289132,0.18728883699901058,0.9
loss05,market_rf,market,60,500,-0.06982469205440145,-0.13750307528924297,0.005155364630875253,False,-0.14749947890732804,0.012251602020504196,0.052
loss05,combined_rf,market_rf,60,500,0.03391721804258013,-0.015087469556976301,0.09161350071170121,False,-0.01896552414267325,0.10060016898782342,0.88
loss05,topology_lasso,topology,60,500,-0.0012575330622615344,-0.017449747758960143,0.022905631432902133,False,-0.02030865493465911,0.027091016962929423,0.498
loss05,market_lasso,market,60,500,-0.0029775465031361414,-0.018801255118807994,0.010438799210645486,False,-0.02062994213294173,0.012433163063586772,0.32
loss05,combined_lasso,market_lasso,60,500,-0.005421863256118209,-0.022116083626576737,0.007687358091872737,False,-0.025877325300014103,0.009308656852059808,0.268
loss05,topology_rf,topology,120,500,0.06559901930098017,-0.03378912503289459,0.18255146416098275,False,-0.04070931494833213,0.1910862434861473,0.832
loss05,market_rf,market,120,500,-0.06982469205440145,-0.14495893754460348,0.012821429431784494,False,-0.15577752967437955,0.01634194869432223,0.072
loss05,combined_rf,market_rf,120,500,0.03391721804258013,-0.01860352877663895,0.09930754799053326,False,-0.02301498460865581,0.10475953154818128,0.81
loss05,topology_lasso,topology,120,500,-0.0012575330622615344,-0.01648474951595555,0.020790626510722776,False,-0.018200708211289673,0.025037566813638605,0.482
loss05,market_lasso,market,120,500,-0.0029775465031361414,-0.017900984508704254,0.010149298742904229,False,-0.019030461244653428,0.011396920913105107,0.308
loss05,combined_lasso,market_lasso,120,500,-0.005421863256118209,-0.02199621799364334,0.00626435926549416,False,-0.02405568921622365,0.007863743716890985,0.274
loss05,topology_pi_rf,market,20,500,-0.07293949857593574,-0.14847606432180588,0.0014827536607225768,False,-0.1716279087520688,0.00787742702766594,0.028
loss05,combined_pi_rf,market,20,500,-0.0545320810072642,-0.11927001642999265,0.006972533284713136,False,-0.13436171549480308,0.016149757337762242,0.048
loss05,combined_pi_rf,combined,20,500,-0.05232850885690937,-0.12021772329010426,0.011451276932204522,False,-0.1319985315058249,0.01749064877751485,0.05
loss05,topology_pi_lasso,market,20,500,-0.11912619356597975,-0.2106430746989342,-0.034218281068040264,False,-0.2336993400302771,-0.024771212346500003,0.002
