target,model,budget,n,positives,prevalence,auroc,average_precision,false_positive_days,true_positive_days,false_negative_days,false_positive_rate,recall,precision,time_under_warning,alarm_episodes,false_alarm_episodes,within_year_auroc,within_year_ap,years_with_both_classes,ap_lift
loss10,topology_ews,0.01,4510,197,0.04368070953436807,0.581161192522665,0.05689889169830458,228,13,184,0.05286343612334802,0.06598984771573604,0.05394190871369295,0.05343680709534368,18,17,0.5877429219538303,0.21149724893566266,9,1.3026091449713384
loss10,topology_ews,0.05,4510,197,0.04368070953436807,0.581161192522665,0.05689889169830458,380,21,176,0.0881057268722467,0.1065989847715736,0.05236907730673317,0.08891352549889135,25,23,0.5877429219538303,0.21149724893566266,9,1.3026091449713384
loss10,topology_ews,0.1,4510,197,0.04368070953436807,0.581161192522665,0.05689889169830458,567,26,171,0.13146301878043126,0.1319796954314721,0.04384485666104553,0.13148558758314857,35,32,0.5877429219538303,0.21149724893566266,9,1.3026091449713384
loss10,topology_z,0.01,4510,197,0.04368070953436807,0.6707851719685852,0.0685177272479146,134,15,182,0.03106886158126594,0.07614213197969544,0.10067114093959731,0.03303769401330377,66,59,0.634047404468408,0.21361018108167157,9,1.5686038065385528
loss10,topology_z,0.05,4510,197,0.04368070953436807,0.6707851719685852,0.0685177272479146,340,37,160,0.07883143983306283,0.18781725888324874,0.09814323607427056,0.0835920177383592,146,129,0.634047404468408,0.21361018108167157,9,1.5686038065385528
loss10,topology_z,0.1,4510,197,0.04368070953436807,0.6707851719685852,0.0685177272479146,607,62,135,0.1407373058196151,0.3147208121827411,0.09267563527653214,0.1483370288248337,200,177,0.634047404468408,0.21361018108167157,9,1.5686038065385528
loss075,VIX,0.01,4510,389,0.08625277161862528,0.6927225216132307,0.22766124210123112,339,85,304,0.0822615869934482,0.2185089974293059,0.20047169811320756,0.09401330376940133,54,46,0.5010527738605722,0.2523842711648768,13,2.6394658145926795
loss075,VIX,0.05,4510,389,0.08625277161862528,0.6927225216132307,0.22766124210123112,649,118,271,0.15748604707595243,0.3033419023136247,0.15384615384615385,0.17006651884700666,78,62,0.5010527738605722,0.2523842711648768,13,2.6394658145926795
loss075,VIX,0.1,4510,389,0.08625277161862528,0.6927225216132307,0.22766124210123112,950,187,202,0.23052657122057754,0.480719794344473,0.1644678979771328,0.25210643015521067,95,76,0.5010527738605722,0.2523842711648768,13,2.6394658145926795
loss075,combined,0.01,4510,389,0.08625277161862528,0.6942477210899843,0.22667752954553452,386,80,309,0.09366658578015045,0.20565552699228792,0.17167381974248927,0.1033259423503326,43,36,0.49612598998643037,0.23949017357738928,13,2.6280608181243204
loss075,combined,0.05,4510,389,0.08625277161862528,0.6942477210899843,0.22667752954553452,621,110,279,0.15069157971366173,0.2827763496143959,0.15047879616963064,0.16208425720620842,67,53,0.49612598998643037,0.23949017357738928,13,2.6280608181243204
loss075,combined,0.1,4510,389,0.08625277161862528,0.6942477210899843,0.22667752954553452,826,176,213,0.20043678718757582,0.4524421593830334,0.17564870259481039,0.2221729490022173,66,48,0.49612598998643037,0.23949017357738928,13,2.6280608181243204
loss075,combined_correlation,0.01,4510,389,0.08625277161862528,0.6851857281252398,0.19868892518555595,320,79,310,0.07765105556903665,0.20308483290488433,0.19799498746867167,0.08847006651884701,49,41,0.50097751891762,0.24202227409090507,13,2.303565687883952
loss075,combined_correlation,0.05,4510,389,0.08625277161862528,0.6851857281252398,0.19868892518555595,627,115,274,0.15214753700558117,0.29562982005141386,0.15498652291105122,0.16452328159645233,88,67,0.50097751891762,0.24202227409090507,13,2.303565687883952
loss075,combined_correlation,0.1,4510,389,0.08625277161862528,0.6851857281252398,0.19868892518555595,777,158,231,0.18854646930356708,0.40616966580976865,0.16898395721925133,0.2073170731707317,94,70,0.50097751891762,0.24202227409090507,13,2.303565687883952
loss075,combined_ews,0.01,4510,389,0.08625277161862528,0.6792134337324219,0.18361429344734115,398,111,278,0.09657850036398932,0.2853470437017995,0.2180746561886051,0.11286031042128603,42,28,0.5224629404664584,0.22164600159417527,13,2.1287929651606903
loss075,combined_ews,0.05,4510,389,0.08625277161862528,0.6792134337324219,0.18361429344734115,582,145,244,0.1412278573161854,0.37275064267352187,0.19944979367262725,0.16119733924611973,48,36,0.5224629404664584,0.22164600159417527,13,2.1287929651606903
loss075,combined_ews,0.1,4510,389,0.08625277161862528,0.6792134337324219,0.18361429344734115,731,168,221,0.1773841300655181,0.4318766066838046,0.18687430478309233,0.1993348115299335,58,46,0.5224629404664584,0.22164600159417527,13,2.1287929651606903
loss075,combined_ews_correlation,0.01,4510,389,0.08625277161862528,0.6668920676527337,0.17945676685265655,351,86,303,0.08517350157728706,0.2210796915167095,0.19679633867276888,0.09689578713968958,41,33,0.5297464321674789,0.24709362037323482,13,2.0805913072120332
loss075,combined_ews_correlation,0.05,4510,389,0.08625277161862528,0.6668920676527337,0.17945676685265655,615,124,265,0.1492356224217423,0.31876606683804626,0.16779431664411368,0.1638580931263858,45,34,0.5297464321674789,0.24709362037323482,13,2.0805913072120332
loss075,combined_ews_correlation,0.1,4510,389,0.08625277161862528,0.6668920676527337,0.17945676685265655,735,141,248,0.17835476826013102,0.36246786632390743,0.16095890410958905,0.1942350332594235,62,49,0.5297464321674789,0.24709362037323482,13,2.0805913072120332
loss075,combined_z,0.01,4510,389,0.08625277161862528,0.7099956396137659,0.23236921076668787,336,97,292,0.08153360834748848,0.2493573264781491,0.22401847575057737,0.09600886917960089,47,38,0.5141010242452866,0.24189553901354077,13,2.694049204518669
loss075,combined_z,0.05,4510,389,0.08625277161862528,0.7099956396137659,0.23236921076668787,534,124,265,0.1295801989808299,0.31876606683804626,0.1884498480243161,0.1458980044345898,62,49,0.5141010242452866,0.24189553901354077,13,2.694049204518669
