target,model,budget,n,positives,prevalence,auroc,average_precision,false_positive_days,true_positive_days,false_negative_days,false_positive_rate,recall,precision,time_under_warning,alarm_episodes,false_alarm_episodes,within_year_auroc,within_year_ap,years_with_both_classes
loss10,market_lasso,0.1,4510,197,0.04368070953436807,0.6899616435260651,0.08425638841692579,920,105,92,0.21330860190122886,0.5329949238578681,0.1024390243902439,0.22727272727272727,73,59,0.5526310633675926,0.1966271323564195,9
loss10,market_rf,0.01,4510,197,0.04368070953436807,0.6726806338057177,0.07463379621480007,502,45,152,0.11639230234175747,0.22842639593908629,0.08226691042047532,0.12128603104212861,51,47,0.4621947582706413,0.16568720558306568,9
loss10,market_rf,0.05,4510,197,0.04368070953436807,0.6726806338057177,0.07463379621480007,752,60,137,0.17435659633665662,0.30456852791878175,0.07389162561576355,0.18004434589800444,61,50,0.4621947582706413,0.16568720558306568,9
loss10,market_rf,0.1,4510,197,0.04368070953436807,0.6726806338057177,0.07463379621480007,878,66,131,0.2035706005100858,0.3350253807106599,0.06991525423728813,0.20931263858093127,69,56,0.4621947582706413,0.16568720558306568,9
loss10,topology,0.01,4510,197,0.04368070953436807,0.582455826500216,0.051327049975643226,289,22,175,0.06700672385810341,0.1116751269035533,0.0707395498392283,0.06895787139689578,107,90,0.5679859387272534,0.18194569767552493,9
loss10,topology,0.05,4510,197,0.04368070953436807,0.582455826500216,0.051327049975643226,544,72,125,0.12613030373290054,0.36548223350253806,0.11688311688311688,0.13658536585365855,146,122,0.5679859387272534,0.18194569767552493,9
loss10,topology,0.1,4510,197,0.04368070953436807,0.582455826500216,0.051327049975643226,800,94,103,0.18548574078367724,0.47715736040609136,0.10514541387024609,0.1982261640798226,172,159,0.5679859387272534,0.18194569767552493,9
loss10,topology_lasso,0.01,4510,197,0.04368070953436807,0.6303402180399006,0.0757139549795805,42,1,196,0.009738001391143055,0.005076142131979695,0.023255813953488372,0.009534368070953437,22,21,0.5061170960435796,0.12447181367804971,9
loss10,topology_lasso,0.05,4510,197,0.04368070953436807,0.6303402180399006,0.0757139549795805,128,10,187,0.02967771852538836,0.050761421319796954,0.07246376811594203,0.030598669623059866,36,31,0.5061170960435796,0.12447181367804971,9
loss10,topology_lasso,0.1,4510,197,0.04368070953436807,0.6303402180399006,0.0757139549795805,192,14,183,0.04451657778808254,0.07106598984771574,0.06796116504854369,0.04567627494456763,30,27,0.5061170960435796,0.12447181367804971,9
loss10,topology_rf,0.01,4510,197,0.04368070953436807,0.6752251780415954,0.10277439027398493,200,32,165,0.04637143519591931,0.16243654822335024,0.13793103448275862,0.05144124168514413,110,93,0.5904996371146828,0.23549437349369645,9
loss10,topology_rf,0.05,4510,197,0.04368070953436807,0.6752251780415954,0.10277439027398493,414,61,136,0.09598887085555298,0.3096446700507614,0.12842105263157894,0.10532150776053215,157,134,0.5904996371146828,0.23549437349369645,9
loss10,topology_rf,0.1,4510,197,0.04368070953436807,0.6752251780415954,0.10277439027398493,582,74,123,0.1349408764201252,0.3756345177664975,0.11280487804878049,0.14545454545454545,191,171,0.5904996371146828,0.23549437349369645,9
loss10,combined_pi_lasso,0.01,4510,197,0.04368070953436807,0.7332024183762702,0.09215743441246131,501,65,132,0.11616044516577788,0.3299492385786802,0.11484098939929328,0.12549889135254988,35,28,0.5812656540654577,0.19436035269736476,9
loss10,combined_pi_lasso,0.05,4510,197,0.04368070953436807,0.7332024183762702,0.09215743441246131,644,85,112,0.1493160213308602,0.43147208121827413,0.11659807956104253,0.1616407982261641,46,35,0.5812656540654577,0.19436035269736476,9
loss10,combined_pi_lasso,0.1,4510,197,0.04368070953436807,0.7332024183762702,0.09215743441246131,863,109,88,0.20009274287039183,0.5532994923857868,0.11213991769547325,0.2155210643015521,67,55,0.5812656540654577,0.19436035269736476,9
loss10,combined_pi_rf,0.01,4510,197,0.04368070953436807,0.71889965527428,0.09108575781762743,283,54,143,0.06561558080222583,0.27411167512690354,0.16023738872403562,0.07472283813747228,33,24,0.5888780680821694,0.18498929135236117,9
loss10,combined_pi_rf,0.05,4510,197,0.04368070953436807,0.71889965527428,0.09108575781762743,484,63,134,0.11221887317412474,0.3197969543147208,0.11517367458866545,0.12128603104212861,67,54,0.5888780680821694,0.18498929135236117,9
loss10,combined_pi_rf,0.1,4510,197,0.04368070953436807,0.71889965527428,0.09108575781762743,747,86,111,0.17319731045675862,0.4365482233502538,0.10324129651860744,0.18470066518847006,101,84,0.5888780680821694,0.18498929135236117,9
loss10,topology_pi_lasso,0.01,4510,197,0.04368070953436807,0.6996066666588204,0.08160619847669505,417,33,164,0.09668444238349178,0.16751269035532995,0.07333333333333333,0.09977827050997783,25,19,0.48027439331171673,0.12416669840045476,9
loss10,topology_pi_lasso,0.05,4510,197,0.04368070953436807,0.6996066666588204,0.08160619847669505,534,39,158,0.12381173197310456,0.19796954314720813,0.06806282722513089,0.1270509977827051,36,30,0.48027439331171673,0.12416669840045476,9
loss10,topology_pi_lasso,0.1,4510,197,0.04368070953436807,0.6996066666588204,0.08160619847669505,748,44,153,0.17342916763273825,0.2233502538071066,0.05555555555555555,0.17560975609756097,64,56,0.48027439331171673,0.12416669840045476,9
